Ques No.,Ques Type,Date,Ministry,Member,Subject,links
3012,UNSTARRED,18.07.2019,WOMEN AND CHILD DEVELOPMENT,Rajkumar Dhoot,National plan for economic welfare of widows,https://pqars.nic.in/annex/249/Au3012.docx
2995,UNSTARRED,18.07.2019,WOMEN AND CHILD DEVELOPMENT,Rajeev Chandrasekhar,Amendments in POCSO Act,https://pqars.nic.in/annex/249/Au2995.docx
2999,UNSTARRED,18.07.2019,WOMEN AND CHILD DEVELOPMENT,K.C. Ramamurthy,Anganwadi Centres in Karnataka,https://pqars.nic.in/annex/249/Au2999.docx
2996,UNSTARRED,18.07.2019,WOMEN AND CHILD DEVELOPMENT,Vikas Mahatme,Sexual harassment of women in educational institutions,https://pqars.nic.in/annex/249/Au2996.docx
284,STARRED,18.07.2019,WOMEN AND CHILD DEVELOPMENT,Rajeev Chandrasekhar,Mechanism to monitor the functioning of NGOs,https://pqars.nic.in/annex/249/As284.docx
2899,UNSTARRED,18.07.2019,WOMEN AND CHILD DEVELOPMENT,Rajeev Chandrasekhar,Digital exploitation of children,https://pqars.nic.in/annex/249/Au2899.docx
2989,UNSTARRED,18.07.2019,WOMEN AND CHILD DEVELOPMENT,Veer Singh,National Nutrition Mission,https://pqars.nic.in/annex/249/Au2989.docx
3010,UNSTARRED,18.07.2019,WOMEN AND CHILD DEVELOPMENT,Mohd. Ali Khan,Achievements under Ujjwala Scheme,https://pqars.nic.in/annex/249/Au3010.docx
2986,UNSTARRED,18.07.2019,WOMEN AND CHILD DEVELOPMENT,D. Kupendra Reddy,Evaluation review of schemes,https://pqars.nic.in/annex/249/Au2986.docx
2991,UNSTARRED,18.07.2019,WOMEN AND CHILD DEVELOPMENT,Derek O Brien,Orphaned and abandoned children outside institutionalised care,https://pqars.nic.in/annex/249/Au2991.docx
3013,UNSTARRED,18.07.2019,WOMEN AND CHILD DEVELOPMENT,R. Vaithilingam,Districts covered under POSHAN Abhiyaan,https://pqars.nic.in/annex/249/Au3013.docx
3008,UNSTARRED,18.07.2019,WOMEN AND CHILD DEVELOPMENT,R. Vaithilingam,Funding of National Creche Scheme,https://pqars.nic.in/annex/249/Au3008.docx
2992,UNSTARRED,18.07.2019,WOMEN AND CHILD DEVELOPMENT,K. Bhabananda Singh,Status of National Policy on Women,https://pqars.nic.in/annex/249/Au2992.docx
3009,UNSTARRED,18.07.2019,WOMEN AND CHILD DEVELOPMENT,K. Bhabananda Singh,One Stop Crisis Centre,https://pqars.nic.in/annex/249/Au3009.docx
2987,UNSTARRED,18.07.2019,WOMEN AND CHILD DEVELOPMENT,M.V. Rajeev Gowda,Tackling sexual harassment of women,https://pqars.nic.in/annex/249/Au2987.docx
2988,UNSTARRED,18.07.2019,WOMEN AND CHILD DEVELOPMENT,T. Rathinavel,POSHAN Abhiyaan to address malnutrition,https://pqars.nic.in/annex/249/Au2988.docx
3006,UNSTARRED,18.07.2019,WOMEN AND CHILD DEVELOPMENT,Saroj Pandey,Social and economic support to women in distress,https://pqars.nic.in/annex/249/Au3006.docx
3007,UNSTARRED,18.07.2019,WOMEN AND CHILD DEVELOPMENT,Saroj Pandey,Skill training to women,https://pqars.nic.in/annex/249/Au3007.docx
3000,UNSTARRED,18.07.2019,WOMEN AND CHILD DEVELOPMENT,T.G. Venkatesh,Release of funds for schemes,https://pqars.nic.in/annex/249/Au3000.docx
2997,UNSTARRED,18.07.2019,WOMEN AND CHILD DEVELOPMENT,Narendra Kumar Swain,Central assistance for Anganwadi buildings,https://pqars.nic.in/annex/249/Au2997.docx
2998,UNSTARRED,18.07.2019,WOMEN AND CHILD DEVELOPMENT,Narendra Kumar Swain,Income Tax exemption on contribution to Juvenile Justice Fund,https://pqars.nic.in/annex/249/Au2998.docx
3003,UNSTARRED,18.07.2019,WOMEN AND CHILD DEVELOPMENT,Ashok Bajpai,Awareness among parents to save children,https://pqars.nic.in/annex/249/Au3003.docx
3005,UNSTARRED,18.07.2019,WOMEN AND CHILD DEVELOPMENT,Kamakhya Prasad Tasa,Action plan for awareness against sexual offences under POCSO in NER,https://pqars.nic.in/annex/249/Au3005.docx
2990,UNSTARRED,18.07.2019,WOMEN AND CHILD DEVELOPMENT,Sushil Kumar Gupta,Improvement in nutritional status of children,https://pqars.nic.in/annex/249/Au2990.docx
2994,UNSTARRED,18.07.2019,WOMEN AND CHILD DEVELOPMENT,V. Vijayasai Reddy,Report of social audit conducted by NCPCR,https://pqars.nic.in/annex/249/Au2994.docx
272,STARRED,18.07.2019,WOMEN AND CHILD DEVELOPMENT,R. K. Sinha,Underutilisation of Nirbhaya Fund,https://pqars.nic.in/annex/249/As272.docx
3001,UNSTARRED,18.07.2019,WOMEN AND CHILD DEVELOPMENT,K. Somaprasad,Complaints and settlement by NCPCR,https://pqars.nic.in/annex/249/Au3001.docx
3002,UNSTARRED,18.07.2019,WOMEN AND CHILD DEVELOPMENT,K. Somaprasad,Setting up of National Institute of Women Affairs,https://pqars.nic.in/annex/249/Au3002.docx
2985,UNSTARRED,18.07.2019,WOMEN AND CHILD DEVELOPMENT,K. Somaprasad,Rape cases reported to NCW,https://pqars.nic.in/annex/249/Au2985.docx
3011,UNSTARRED,18.07.2019,WOMEN AND CHILD DEVELOPMENT,Amee Yajnik,Awareness programmes to educate women for controlling atrocities,https://pqars.nic.in/annex/249/Au3011.docx
2201,UNSTARRED,11.07.2019,WOMEN AND CHILD DEVELOPMENT,Sanjay Raut,Death of children due to hunger,https://pqars.nic.in/annex/249/Au2201.docx
2204,UNSTARRED,11.07.2019,WOMEN AND CHILD DEVELOPMENT,Rajkumar Dhoot,Orphanages in Maharashtra,https://pqars.nic.in/annex/249/Au2204.docx
2205,UNSTARRED,11.07.2019,WOMEN AND CHILD DEVELOPMENT,Rajkumar Dhoot,Probe of children shelter homes,https://pqars.nic.in/annex/249/Au2205.docx
2200,UNSTARRED,11.07.2019,WOMEN AND CHILD DEVELOPMENT,Vikas Mahatme,Committee for investigation of allegations of sexual harassment,https://pqars.nic.in/annex/249/Au2200.docx
2194,UNSTARRED,11.07.2019,WOMEN AND CHILD DEVELOPMENT,Jharna Das Baidya,Measures for safety of women at workplace,https://pqars.nic.in/annex/249/Au2194.docx
2213,UNSTARRED,11.07.2019,WOMEN AND CHILD DEVELOPMENT,V. Maitreyan,Implementation of National Creche Scheme,https://pqars.nic.in/annex/249/Au2213.docx
2206,UNSTARRED,11.07.2019,WOMEN AND CHILD DEVELOPMENT,Sanjay Seth,Registration of child care institutions,https://pqars.nic.in/annex/249/Au2206.docx
2207,UNSTARRED,11.07.2019,WOMEN AND CHILD DEVELOPMENT,Manas Ranjan Bhunia,Empowerment of women,https://pqars.nic.in/annex/249/Au2207.docx
2197,UNSTARRED,11.07.2019,WOMEN AND CHILD DEVELOPMENT,Santanu Sen,Support to women abandoned by husbands,https://pqars.nic.in/annex/249/Au2197.docx
2209,UNSTARRED,11.07.2019,WOMEN AND CHILD DEVELOPMENT,Ram Nath Thakur,Positive result of BBBP scheme,https://pqars.nic.in/annex/249/Au2209.docx
2212,UNSTARRED,11.07.2019,WOMEN AND CHILD DEVELOPMENT,Ritabrata Banerjee,Diversion of funds released for BBBP,https://pqars.nic.in/annex/249/Au2212.docx
2196,UNSTARRED,11.07.2019,WOMEN AND CHILD DEVELOPMENT,Vinay P. Sahasrabuddhe,Formation of STF as per BBBP guidelines,https://pqars.nic.in/annex/249/Au2196.docx
2208,UNSTARRED,11.07.2019,WOMEN AND CHILD DEVELOPMENT,Ram Kumar Kashyap,Status report on malnutrition of children,https://pqars.nic.in/annex/249/Au2208.docx
2198,UNSTARRED,11.07.2019,WOMEN AND CHILD DEVELOPMENT,K.K. Ragesh,Unutilised money under ICDS scheme,https://pqars.nic.in/annex/249/Au2198.docx
2199,UNSTARRED,11.07.2019,WOMEN AND CHILD DEVELOPMENT,K.K. Ragesh,Child malnutrition level,https://pqars.nic.in/annex/249/Au2199.docx
203,STARRED,11.07.2019,WOMEN AND CHILD DEVELOPMENT,Amar Shankar Sable,Abuse of children in shelter homes and CCIs,https://pqars.nic.in/annex/249/As203.docx
2203,UNSTARRED,11.07.2019,WOMEN AND CHILD DEVELOPMENT,Sushil Kumar Gupta,Posts vacant in Anganwadi Centres,https://pqars.nic.in/annex/249/Au2203.docx
2211,UNSTARRED,11.07.2019,WOMEN AND CHILD DEVELOPMENT,Y. S. Chowdary,Security of women,https://pqars.nic.in/annex/249/Au2211.docx
2210,UNSTARRED,11.07.2019,WOMEN AND CHILD DEVELOPMENT,Sanjay Singh,Monitoring of Anganwadi Centres,https://pqars.nic.in/annex/249/Au2210.docx
2202,UNSTARRED,11.07.2019,WOMEN AND CHILD DEVELOPMENT,Prabhakar Reddy Vemireddy,Child Health and Nutrition Mission,https://pqars.nic.in/annex/249/Au2202.docx
2195,UNSTARRED,11.07.2019,WOMEN AND CHILD DEVELOPMENT,Binoy Viswam,Crime against children,https://pqars.nic.in/annex/249/Au2195.docx
1560,UNSTARRED,04.07.2019,WOMEN AND CHILD DEVELOPMENT,Sanjay Raut,Implementation of Centrally Sponsored Schemes,https://pqars.nic.in/annex/249/Au1560.doc
1561,UNSTARRED,04.07.2019,WOMEN AND CHILD DEVELOPMENT,Husain Dalwai,Child trafficking and labour issues,https://pqars.nic.in/annex/249/Au1561.docx
1563,UNSTARRED,04.07.2019,WOMEN AND CHILD DEVELOPMENT,M.V. Rajeev Gowda,Beneficiaries of STEP,https://pqars.nic.in/annex/249/Au1563.docx
1565,UNSTARRED,04.07.2019,WOMEN AND CHILD DEVELOPMENT,Sasikala Pushpa Ramaswamy,Implementation of Swadhar Greh Scheme,https://pqars.nic.in/annex/249/Au1565.docx
1570,UNSTARRED,04.07.2019,WOMEN AND CHILD DEVELOPMENT,Santanu Sen,Impact of BBBP scheme,https://pqars.nic.in/annex/249/Au1570.docx
1562,UNSTARRED,04.07.2019,WOMEN AND CHILD DEVELOPMENT,Kirodi Lal Meena,Explanation regarding utilisation of Nirbhaya Fund,https://pqars.nic.in/annex/249/Au1562.docx
1569,UNSTARRED,04.07.2019,WOMEN AND CHILD DEVELOPMENT,Ashok Bajpai,Pregnancy entitlement scheme,https://pqars.nic.in/annex/249/Au1569.docx
1571,UNSTARRED,04.07.2019,WOMEN AND CHILD DEVELOPMENT,Ramkumar Verma,Rise in malnourished children,https://pqars.nic.in/annex/249/Au1571.docx
1572,UNSTARRED,04.07.2019,WOMEN AND CHILD DEVELOPMENT,Ram Narain Dudi,Utilisation of Nirbhaya Fund,https://pqars.nic.in/annex/249/Au1572.docx
1566,UNSTARRED,04.07.2019,WOMEN AND CHILD DEVELOPMENT,Rathwa Naranbhai Jemlabhai,Anganwadi Kendras in Gujarat,https://pqars.nic.in/annex/249/Au1566.docx
141,STARRED,04.07.2019,WOMEN AND CHILD DEVELOPMENT,Sushil Kumar Gupta,Progress of POSHAN Abhiyan,https://pqars.nic.in/annex/249/As141.docx
1567,UNSTARRED,04.07.2019,WOMEN AND CHILD DEVELOPMENT,Y. S. Chowdary,Funds under various schemes,https://pqars.nic.in/annex/249/Au1567.docx
1419,UNSTARRED,04.07.2019,WOMEN AND CHILD DEVELOPMENT,C.M. Ramesh,Girls benefited from various schemes,https://pqars.nic.in/annex/249/Au1419.docx
1573,UNSTARRED,04.07.2019,WOMEN AND CHILD DEVELOPMENT,Vijay Goel,Toy kits for children in Anganwadis,https://pqars.nic.in/annex/249/Au1573.docx
1564,UNSTARRED,04.07.2019,WOMEN AND CHILD DEVELOPMENT,Prabhakar Reddy Vemireddy,Objectives of POSHAN Abhiyan,https://pqars.nic.in/annex/249/Au1564.docx
772,UNSTARRED,27.06.2019,WOMEN AND CHILD DEVELOPMENT,Bhubaneswar Kalita,Schemes of the Ministry,https://pqars.nic.in/annex/249/Au772.docx
66,STARRED,27.06.2019,WOMEN AND CHILD DEVELOPMENT,K.V.P. Ramachandra Rao,Indias rank in Global Gender Equality Index,https://pqars.nic.in/annex/249/As66.docx
761,UNSTARRED,27.06.2019,WOMEN AND CHILD DEVELOPMENT,Mohd. Ali Khan,Own buildings for Anganwadis,https://pqars.nic.in/annex/249/Au761.docx
762,UNSTARRED,27.06.2019,WOMEN AND CHILD DEVELOPMENT,Mohd. Ali Khan,Implementation of child rights,https://pqars.nic.in/annex/249/Au762.docx
758,UNSTARRED,27.06.2019,WOMEN AND CHILD DEVELOPMENT,Jharna Das Baidya,Schemes under Nirbhaya Fund,https://pqars.nic.in/annex/249/Au758.docx
760,UNSTARRED,27.06.2019,WOMEN AND CHILD DEVELOPMENT,Mahesh Poddar,Buildings and services at Anganwadi centres in Jharkhand,https://pqars.nic.in/annex/249/Au760.docx
769,UNSTARRED,27.06.2019,WOMEN AND CHILD DEVELOPMENT,Husain Dalwai,Distribution of fortified ration,https://pqars.nic.in/annex/249/Au769.docx
766,UNSTARRED,27.06.2019,WOMEN AND CHILD DEVELOPMENT,Surendra Singh Nagar,Benefit of BBBP scheme to daughters of poor women,https://pqars.nic.in/annex/249/Au766.docx
768,UNSTARRED,27.06.2019,WOMEN AND CHILD DEVELOPMENT,Vinay P. Sahasrabuddhe,Beneficiaries under NNM,https://pqars.nic.in/annex/249/Au768.docx
764,UNSTARRED,27.06.2019,WOMEN AND CHILD DEVELOPMENT,Ritabrata Banerjee,Food supply in ICDS,https://pqars.nic.in/annex/249/Au764.docx
765,UNSTARRED,27.06.2019,WOMEN AND CHILD DEVELOPMENT,Narayan Lal Panchariya,Proposal for construction of Anganwadi Centre buildings from Rajasthan,https://pqars.nic.in/annex/249/Au765.docx
771,UNSTARRED,27.06.2019,WOMEN AND CHILD DEVELOPMENT,Narayan Lal Panchariya,Drive to rescue missing children,https://pqars.nic.in/annex/249/Au771.docx
773,UNSTARRED,27.06.2019,WOMEN AND CHILD DEVELOPMENT,Ram Nath Thakur,Implementation of law preventing domestic violence,https://pqars.nic.in/annex/249/Au773.docx
770,UNSTARRED,27.06.2019,WOMEN AND CHILD DEVELOPMENT,Ashok Bajpai,Restructuring of Anganwadi Centres,https://pqars.nic.in/annex/249/Au770.docx
757,UNSTARRED,27.06.2019,WOMEN AND CHILD DEVELOPMENT,Sukhram Singh Yadav,Rising malnourishment among children,https://pqars.nic.in/annex/249/Au757.docx
767,UNSTARRED,27.06.2019,WOMEN AND CHILD DEVELOPMENT,Sushil Kumar Gupta,Evaluation of success of BBBP scheme,https://pqars.nic.in/annex/249/Au767.docx
763,UNSTARRED,27.06.2019,WOMEN AND CHILD DEVELOPMENT,Rathwa Naranbhai Jemlabhai,Proposal for women empowerment from Gujarat,https://pqars.nic.in/annex/249/Au763.docx
759,UNSTARRED,27.06.2019,WOMEN AND CHILD DEVELOPMENT,Amee Yajnik,Financial assistance from UNESCO,https://pqars.nic.in/annex/249/Au759.docx
592,UNSTARRED,07.02.2019,WOMEN AND CHILD DEVELOPMENT,Kapil Sibal,Exploitation of girls in shelter homes in Madhya Pradesh,https://pqars.nic.in/annex/248/Au592.docx
593,UNSTARRED,07.02.2019,WOMEN AND CHILD DEVELOPMENT,Kapil Sibal,Schemes for women in distress,https://pqars.nic.in/annex/248/Au593.docx
587,UNSTARRED,07.02.2019,WOMEN AND CHILD DEVELOPMENT,Ambika Soni,Honorarium for ASHA and Anganwadi workers,https://pqars.nic.in/annex/248/Au587.docx
599,UNSTARRED,07.02.2019,WOMEN AND CHILD DEVELOPMENT,Rajkumar Dhoot,Welfare measures for homeless children,https://pqars.nic.in/annex/248/Au599.docx
600,UNSTARRED,07.02.2019,WOMEN AND CHILD DEVELOPMENT,Rajkumar Dhoot,Inspection of shelter homes,https://pqars.nic.in/annex/248/Au600.docx
581,UNSTARRED,07.02.2019,WOMEN AND CHILD DEVELOPMENT,Rajeev Chandrasekhar,Bringing child grooming under POCSO Act,https://pqars.nic.in/annex/248/Au581.docx
597,UNSTARRED,07.02.2019,WOMEN AND CHILD DEVELOPMENT,Vikas Mahatme,Functioning of Juvenile Homes,https://pqars.nic.in/annex/248/Au597.docx
586,UNSTARRED,07.02.2019,WOMEN AND CHILD DEVELOPMENT,Tiruchi Siva,Allocation for child rights,https://pqars.nic.in/annex/248/Au586.docx
601,UNSTARRED,07.02.2019,WOMEN AND CHILD DEVELOPMENT,Rajmani Patel,UNICEF report on malnutrition,https://pqars.nic.in/annex/248/Au601.docx
596,UNSTARRED,07.02.2019,WOMEN AND CHILD DEVELOPMENT,V. Muraleedharan,Cases of child exploitation and sexual abuse,https://pqars.nic.in/annex/248/Au596.docx
580,UNSTARRED,07.02.2019,WOMEN AND CHILD DEVELOPMENT,Rajeev Chandrasekhar,Devadasi system under POCSO Act,https://pqars.nic.in/annex/248/Au580.docx
594,UNSTARRED,07.02.2019,WOMEN AND CHILD DEVELOPMENT,Majeed Memon,Children trafficked from Maharashtras CCIs,https://pqars.nic.in/annex/248/Au594.docx
589,UNSTARRED,07.02.2019,WOMEN AND CHILD DEVELOPMENT,Husain Dalwai,Full maternity benefits under PMMVY,https://pqars.nic.in/annex/248/Au589.docx
576,UNSTARRED,07.02.2019,WOMEN AND CHILD DEVELOPMENT,R. Lakshmanan,Norms for staff of OSC,https://pqars.nic.in/annex/248/Au576.docx
591,UNSTARRED,07.02.2019,WOMEN AND CHILD DEVELOPMENT,Ram Nath Thakur,Increase in Anganwadi Centres,https://pqars.nic.in/annex/248/Au591.docx
58,STARRED,07.02.2019,WOMEN AND CHILD DEVELOPMENT,Vinay P. Sahasrabuddhe,Implementation of SwadharGreh scheme,https://pqars.nic.in/annex/248/As58.docx
447,UNSTARRED,07.02.2019,WOMEN AND CHILD DEVELOPMENT,Harnath Singh Yadav,Monitoring of schemes for children,https://pqars.nic.in/annex/248/Au447.docx
577,UNSTARRED,07.02.2019,WOMEN AND CHILD DEVELOPMENT,Vinay P. Sahasrabuddhe,Monitoring and evaluation of Mahila Shakti Kendra,https://pqars.nic.in/annex/248/Au577.docx
578,UNSTARRED,07.02.2019,WOMEN AND CHILD DEVELOPMENT,Vinay P. Sahasrabuddhe,Implementation of POSHAN Abhiyan,https://pqars.nic.in/annex/248/Au578.docx
590,UNSTARRED,07.02.2019,WOMEN AND CHILD DEVELOPMENT,Thota Seetharama Lakshmi,Funds under schemes of Ministry to Andhra Pradesh,https://pqars.nic.in/annex/248/Au590.docx
582,UNSTARRED,07.02.2019,WOMEN AND CHILD DEVELOPMENT,Narayan Lal Panchariya,Gender neutral law on sexual offences against children,https://pqars.nic.in/annex/248/Au582.docx
602,UNSTARRED,07.02.2019,WOMEN AND CHILD DEVELOPMENT,Saroj Pandey,Child mortality rate due to malnutrition,https://pqars.nic.in/annex/248/Au602.docx
595,UNSTARRED,07.02.2019,WOMEN AND CHILD DEVELOPMENT,Ripun Bora,Ambiguous data on children and staffs in Anganwadi Centres in Assam,https://pqars.nic.in/annex/248/Au595.docx
588,UNSTARRED,07.02.2019,WOMEN AND CHILD DEVELOPMENT,Kanta Kardam,Swadhar Greh scheme,https://pqars.nic.in/annex/248/Au588.docx
579,UNSTARRED,07.02.2019,WOMEN AND CHILD DEVELOPMENT,Ashok Bajpai,Development of rural women,https://pqars.nic.in/annex/248/Au579.docx
583,UNSTARRED,07.02.2019,WOMEN AND CHILD DEVELOPMENT,L. Hanumanthaiah,Expansion of BBBP scheme,https://pqars.nic.in/annex/248/Au583.docx
584,UNSTARRED,07.02.2019,WOMEN AND CHILD DEVELOPMENT,Md. Nadimul Haque,Identification of fake beneficiaries in Anganwadis,https://pqars.nic.in/annex/248/Au584.docx
598,UNSTARRED,07.02.2019,WOMEN AND CHILD DEVELOPMENT,G.C. Chandrashekhar,Child adoption process,https://pqars.nic.in/annex/248/Au598.docx
585,UNSTARRED,07.02.2019,WOMEN AND CHILD DEVELOPMENT,Sanjay Singh,Corporal punishments and sexual abuse in child care institutions,https://pqars.nic.in/annex/248/Au585.docx
236,STARRED,03.01.2019,WOMEN AND CHILD DEVELOPMENT,P.L. Punia,Slow pace of setting up of one stop crisis centre,https://pqars.nic.in/annex/247/As236.docx
2556,UNSTARRED,03.01.2019,WOMEN AND CHILD DEVELOPMENT,Vikas Mahatme,Swadhar Greh,https://pqars.nic.in/annex/247/Au2556.docx
2559,UNSTARRED,03.01.2019,WOMEN AND CHILD DEVELOPMENT,Sasikala Pushpa Ramaswamy,Enhancing maternity benefit under PMMVY,https://pqars.nic.in/annex/247/Au2559.docx
2554,UNSTARRED,03.01.2019,WOMEN AND CHILD DEVELOPMENT,Vinay P. Sahasrabuddhe,Study on functioning of NCPCR,https://pqars.nic.in/annex/247/Au2554.docx
2557,UNSTARRED,03.01.2019,WOMEN AND CHILD DEVELOPMENT,K.K. Ragesh,Stunting among children,https://pqars.nic.in/annex/247/Au2557.docx
231,STARRED,03.01.2019,WOMEN AND CHILD DEVELOPMENT,Vandana Chavan,Observation and special homes for children with disabilities,https://pqars.nic.in/annex/247/As231.docx
2552,UNSTARRED,03.01.2019,WOMEN AND CHILD DEVELOPMENT,Vandana Chavan,Inspection of jails for juvenile prisoners,https://pqars.nic.in/annex/247/Au2552.docx
2545,UNSTARRED,03.01.2019,WOMEN AND CHILD DEVELOPMENT,Vishambhar Prasad Nishad,Missing children in Delhi,https://pqars.nic.in/annex/247/Au2545.docx
2547,UNSTARRED,03.01.2019,WOMEN AND CHILD DEVELOPMENT,Ripun Bora,Eradication of child marriage,https://pqars.nic.in/annex/247/Au2547.docx
2555,UNSTARRED,03.01.2019,WOMEN AND CHILD DEVELOPMENT,Ashok Bajpai,Integrated scheme for destitute children,https://pqars.nic.in/annex/247/Au2555.docx
2551,UNSTARRED,03.01.2019,WOMEN AND CHILD DEVELOPMENT,Kanta Kardam,Monitoring system of Anganwadi centres,https://pqars.nic.in/annex/247/Au2551.docx
2558,UNSTARRED,03.01.2019,WOMEN AND CHILD DEVELOPMENT,L. Hanumanthaiah,Working hours of Anganwadis,https://pqars.nic.in/annex/247/Au2558.docx
2560,UNSTARRED,03.01.2019,WOMEN AND CHILD DEVELOPMENT,Shanta Chhetri,Advisory on Momo challenge,https://pqars.nic.in/annex/247/Au2560.docx
2553,UNSTARRED,03.01.2019,WOMEN AND CHILD DEVELOPMENT,Sanjay Singh,Measures against child and women trafficking,https://pqars.nic.in/annex/247/Au2553.docx
2549,UNSTARRED,03.01.2019,WOMEN AND CHILD DEVELOPMENT,Prabhakar Reddy Vemireddy,Closing down of child care homes in Andhra Pradesh and Telangana,https://pqars.nic.in/annex/247/Au2549.docx
2550,UNSTARRED,03.01.2019,WOMEN AND CHILD DEVELOPMENT,Prabhakar Reddy Vemireddy,Maternity leave benefit in private sector,https://pqars.nic.in/annex/247/Au2550.docx
2548,UNSTARRED,03.01.2019,WOMEN AND CHILD DEVELOPMENT,Manoj Kumar Jha,Redressal of complaints received through SHe box,https://pqars.nic.in/annex/247/Au2548.docx
1759,UNSTARRED,27.12.2018,WOMEN AND CHILD DEVELOPMENT,Amar Singh,UN report on use of children and armed conflict in States,https://pqars.nic.in/annex/247/Au1759.docx
1748,UNSTARRED,27.12.2018,WOMEN AND CHILD DEVELOPMENT,Rajkumar Dhoot,Sexual violence against disabled girls,https://pqars.nic.in/annex/247/Au1748.docx
1751,UNSTARRED,27.12.2018,WOMEN AND CHILD DEVELOPMENT,Kanimozhi,Grievances of women abandoned by NRI husbands,https://pqars.nic.in/annex/247/Au1751.docx
1750,UNSTARRED,27.12.2018,WOMEN AND CHILD DEVELOPMENT,Mohd. Ali Khan,Complaints against quality of food at Anganwadis,https://pqars.nic.in/annex/247/Au1750.docx
1754,UNSTARRED,27.12.2018,WOMEN AND CHILD DEVELOPMENT,V. Maitreyan,Destitute women in Tamil Nadu,https://pqars.nic.in/annex/247/Au1754.docx
1745,UNSTARRED,27.12.2018,WOMEN AND CHILD DEVELOPMENT,M.V. Rajeev Gowda,Implementation of sexual harassment Act in private sectors,https://pqars.nic.in/annex/247/Au1745.docx
1747,UNSTARRED,27.12.2018,WOMEN AND CHILD DEVELOPMENT,M.V. Rajeev Gowda,Nodal agency to check complaints of sexual harassment,https://pqars.nic.in/annex/247/Au1747.docx
1755,UNSTARRED,27.12.2018,WOMEN AND CHILD DEVELOPMENT,Sasikala Pushpa Ramaswamy,Proposals for welfare of women and children,https://pqars.nic.in/annex/247/Au1755.docx
1756,UNSTARRED,27.12.2018,WOMEN AND CHILD DEVELOPMENT,Shwait Malik,Safety and social development of women,https://pqars.nic.in/annex/247/Au1756.docx
152,STARRED,27.12.2018,WOMEN AND CHILD DEVELOPMENT,Surendra Singh Nagar,Trafficking of women and children,https://pqars.nic.in/annex/247/As152.docx
1760,UNSTARRED,27.12.2018,WOMEN AND CHILD DEVELOPMENT,Satyanarayan Jatiya,Proposals of Madhya Pradesh,https://pqars.nic.in/annex/247/Au1760.docx
